area, name, level, item type, weapon type, armor position, stats, weapon flags, extra flags, affects, found at
Sewers, "a backpack", 0, container, none, body, none, none, none, , in room North-western part of basilisks cave
Astral/Githyanki, "a small demon's amulet", 11, wand, none, hold, none, none, evil nodrop, intelligence -1 wisdom -1 , inventory of A pitch-black nightmare
Astral/Githyanki, "a small demon's amulet", 11, wand, none, hold, none, none, evil nodrop, intelligence -1 wisdom -1 , inventory of A pitch-black nightmare
Astral/Githyanki, "a devilish talisman", 14, staff, none, hold, none, none, evil nodrop, hp -10 , inventory of An evil night hag
Astral/Githyanki, "some astral powder", 0, treasure, none, none, none, none, none, , inventory of An invisible stalker
Astral/Githyanki, "some astral powder", 0, treasure, none, none, none, none, none, , inventory of An invisible stalker
Astral/Githyanki, "some astral powder", 0, treasure, none, none, none, none, none, , inventory of An invisible stalker
Astral/Githyanki, "some astral powder", 0, treasure, none, none, none, none, none, , inventory of An invisible stalker
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a long sword", 7, weapon, sword, none, 2d5 (average 6), none, none, , equipped by A poor soulless being
Astral/Githyanki, "a silvery dagger", 13, weapon, dagger, none, 3d4 (average 7), none, none, hit roll 2 damage roll 1 , equipped by A githyanki hunter
Astral/Githyanki, "a silvery dagger", 13, weapon, dagger, none, 3d4 (average 7), none, none, hit roll 2 damage roll 1 , equipped by A githyanki hunter
Astral/Githyanki, "a silvery dagger", 13, weapon, dagger, none, 3d4 (average 7), none, none, hit roll 2 damage roll 1 , equipped by A githyanki hunter
Astral/Githyanki, "a silvery dagger", 13, weapon, dagger, none, 3d4 (average 7), none, none, hit roll 2 damage roll 1 , equipped by A githyanki hunter
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki warrior
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki warrior
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki warrior
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki warrior
Astral/Githyanki, "a thin two-handed sword", 24, weapon, sword, none, 2d12 (average 13), two-handed, none, hit roll 1 damage roll 2 , equipped by A githyanki knight
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki knight
Astral/Githyanki, "a splint mail skirt", 20, armor, none, legs, 7/7/7/0, none, none, , equipped by A githyanki knight
Astral/Githyanki, "a pair of splint mail sleeves", 20, armor, none, arms, 7/7/7/0, none, none, , equipped by A githyanki knight
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , equipped by An evil gish
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , equipped by An evil gish
Astral/Githyanki, "a vial of murky fluid", 10, potion, none, none, none, none, none, , inventory of An insubstantial ghost
Astral/Githyanki, "a vial of murky fluid", 10, potion, none, none, none, none, none, , inventory of An insubstantial ghost
Astral/Githyanki, "a vial of murky fluid", 10, potion, none, none, none, none, none, , inventory of An insubstantial ghost
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki guardian
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki guardian
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki guardian
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki guardian
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki guardian
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki guardian
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki guardian
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki guardian
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki guardian
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki guardian
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki guardian
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki guardian
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki guardian
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki guardian
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , equipped by A githyanki guardian
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki guardian
Astral/Githyanki, "a thin two-handed sword", 24, weapon, sword, none, 2d12 (average 13), two-handed, none, hit roll 1 damage roll 2 , equipped by A githyanki knight
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki knight
Astral/Githyanki, "a splint mail skirt", 20, armor, none, legs, 7/7/7/0, none, none, , equipped by A githyanki knight
Astral/Githyanki, "a pair of splint mail sleeves", 20, armor, none, arms, 7/7/7/0, none, none, , equipped by A githyanki knight
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , equipped by An evil gish
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , equipped by An evil gish
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , equipped by An evil gish
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , equipped by An evil gish
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , equipped by An evil gish
Astral/Githyanki, "a silvery-colored potion", 1, potion, none, none, none, none, none, , inventory of An evil gish
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , equipped by An evil gish
Astral/Githyanki, "a silvery-colored potion", 1, potion, none, none, none, none, none, , inventory of An evil gish
Astral/Githyanki, "a silvery sword", 19, weapon, sword, none, 4d4 (average 10), two-handed, glow, dexterity 2 damage roll 2 , equipped by A warlock of the Gith
Astral/Githyanki, "a scroll with githyanki writings on it", 7, scroll, none, none, none, none, none, , inventory of A warlock of the Gith
Astral/Githyanki, "a silvery sword", 19, weapon, sword, none, 4d4 (average 10), two-handed, glow, dexterity 2 damage roll 2 , equipped by A warlock of the Gith
Astral/Githyanki, "a scroll with githyanki writings on it", 7, scroll, none, none, none, none, none, , inventory of A warlock of the Gith
Astral/Githyanki, "a silvery sword", 19, weapon, sword, none, 4d4 (average 10), two-handed, glow, dexterity 2 damage roll 2 , equipped by A warlock of the Gith
Astral/Githyanki, "a scroll with githyanki writings on it", 7, scroll, none, none, none, none, none, , inventory of A warlock of the Gith
Astral/Githyanki, "a silvery sword", 19, weapon, sword, none, 4d4 (average 10), two-handed, glow, dexterity 2 damage roll 2 , equipped by A warlock of the Gith
Astral/Githyanki, "a scroll with githyanki writings on it", 7, scroll, none, none, none, none, none, , inventory of A warlock of the Gith
Astral/Githyanki, "a brightly flaming stone", 20, light, none, hold, none, none, none, armor class -2 saves -2 , equipped by The enslaved red dragon
Astral/Githyanki, "a thin two-handed sword", 24, weapon, sword, none, 2d12 (average 13), two-handed, none, hit roll 1 damage roll 2 , equipped by A githyanki protector
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki protector
Astral/Githyanki, "a splint mail skirt", 20, armor, none, legs, 7/7/7/0, none, none, , equipped by A githyanki protector
Astral/Githyanki, "a pair of splint mail sleeves", 20, armor, none, arms, 7/7/7/0, none, none, , equipped by A githyanki protector
Astral/Githyanki, "a pair of ornately designed gauntlets", 20, armor, none, hands, 7/7/7/0, none, none, strength 1 hit roll 1 damage roll 1 , equipped by A githyanki protector
Astral/Githyanki, "a thin two-handed sword", 24, weapon, sword, none, 2d12 (average 13), two-handed, none, hit roll 1 damage roll 2 , equipped by A githyanki protector
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , equipped by A githyanki protector
Astral/Githyanki, "a splint mail skirt", 20, armor, none, legs, 7/7/7/0, none, none, , equipped by A githyanki protector
Astral/Githyanki, "a pair of splint mail sleeves", 20, armor, none, arms, 7/7/7/0, none, none, , equipped by A githyanki protector
Astral/Githyanki, "a pair of ornately designed gauntlets", 20, armor, none, hands, 7/7/7/0, none, none, strength 1 hit roll 1 damage roll 1 , equipped by A githyanki protector
Astral/Githyanki, "an iron barbed flail", 29, weapon, flail, none, 5d5 (average 15), none, hum evil, hit roll 3 , equipped by The lich-queen
Astral/Githyanki, "a black pentagram", 0, key, none, hold, none, none, invis, , equipped by The lich-queen
Astral/Githyanki, "a black etched tablet", 12, scroll, none, none, none, none, evil, , inventory of The lich-queen
Astral/Githyanki, "the unholy sword of the githyanki", 31, weapon, sword, none, 9d3 (average 18), two-handed, evil nodrop noremove, strength 1 intelligence -1 wisdom -1 hit roll 4 , equipped by Lord Gith
Astral/Githyanki, "a decaying vest made from cracked leather", 31, armor, none, torso, 9/9/9/2, none, none, armor class -6 saves -2 , equipped by Lord Gith
Astral/Githyanki, "a rotting pouch", 0, money, none, none, none, none, none, , inventory of Lord Gith
Astral/Githyanki, "a thin two-handed sword", 24, weapon, sword, none, 2d12 (average 13), two-handed, none, hit roll 1 damage roll 2 , in room The Githyanki Armoury
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , in room The Githyanki Armoury
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , in room The Githyanki Armoury
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , in room The Githyanki Armoury
Astral/Githyanki, "a silver coin", 0, money, none, none, none, none, none, , in room Inside the furnace
Astral/Githyanki, "an extremely sharp and thin sword", 16, weapon, sword, none, 4d3 (average 8), none, none, dexterity 1 hit roll 1 damage roll 3 , in room A guard station
Astral/Githyanki, "a pair of splint mail sleeves", 20, armor, none, arms, 7/7/7/0, none, none, , in room A guard station
Astral/Githyanki, "a splint mail skirt", 20, armor, none, legs, 7/7/7/0, none, none, , in room A guard station
Astral/Githyanki, "a splint mail vest", 15, armor, none, torso, 6/6/6/0, none, none, , in room A guard station
Astral/Githyanki, "a thin two-handed sword", 24, weapon, sword, none, 2d12 (average 13), two-handed, none, hit roll 1 damage roll 2 , in room A guard station
Astral/Githyanki, "a silvery knife", 6, weapon, dagger, none, 2d4 (average 5), none, none, hit roll 1 damage roll 1 , in room A guard station
Astral/Githyanki, "a silvery dagger", 13, weapon, dagger, none, 3d4 (average 7), none, none, hit roll 2 damage roll 1 , in room A guard station
Astral/Githyanki, "a massive slate-grey sledgehammer", 38, weapon, mace, none, 4d8 (average 18), none, anti-good anti-evil, dexterity -1 hit roll -2 damage roll 6 , equipped by The Astral Guardian
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
Valley of the Elves, "an elven longsword", 7, weapon, sword, none, 3d3 (average 6), none, magic, hit roll 1 , equipped by a valley elf
